1638715862, 802, 524288, 0.15%
1638716162, 4367, 524288, 0.83%
1638716463, 5139, 524288, 0.98%
1638716763, 5884, 524288, 1.12%
1638717063, 6370, 524288, 1.21%
1638717363, 7109, 524288, 1.36%
1638717663, 7407, 524288, 1.41%
1638717963, 7625, 524288, 1.45%
1638718263, 7662, 524288, 1.46%
1638718563, 7716, 524288, 1.47%
1638718863, 7752, 524288, 1.48%
1638719164, 7765, 524288, 1.48%
1638719464, 7784, 524288, 1.48%
1638719764, 7785, 524288, 1.48%
1638720064, 7818, 524288, 1.49%
1638720364, 7818, 524288, 1.49%
1638720664, 7883, 524288, 1.50%
1638720964, 7963, 524288, 1.52%
1638721264, 8029, 524288, 1.53%
1638721564, 8030, 524288, 1.53%
1638721864, 8045, 524288, 1.53%
1638722164, 8073, 524288, 1.54%
1638722465, 8075, 524288, 1.54%
1638722765, 8082, 524288, 1.54%
1638723065, 8088, 524288, 1.54%
1638723365, 8103, 524288, 1.55%
1638723665, 8285, 524288, 1.58%
1638723965, 8289, 524288, 1.58%
1638724265, 8390, 524288, 1.60%
1638724565, 8425, 524288, 1.61%
1638724865, 8452, 524288, 1.61%
1638725166, 8462, 524288, 1.61%
1638725466, 8463, 524288, 1.61%
1638725766, 8479, 524288, 1.62%
1638726066, 8481, 524288, 1.62%
1638726366, 8481, 524288, 1.62%
1638726666, 8481, 524288, 1.62%
1638726966, 8484, 524288, 1.62%
1638727266, 8486, 524288, 1.62%
1638727566, 8492, 524288, 1.62%
1638727867, 8509, 524288, 1.62%
1638728167, 8550, 524288, 1.63%
1638728467, 8556, 524288, 1.63%
1638728767, 8560, 524288, 1.63%
1638729067, 8572, 524288, 1.63%
1638729367, 8603, 524288, 1.64%
1638729668, 8619, 524288, 1.64%
1638729968, 8758, 524288, 1.67%
1638730268, 8790, 524288, 1.68%
1638730568, 8990, 524288, 1.71%
1638730868, 9191, 524288, 1.75%
1638731168, 9237, 524288, 1.76%
1638731468, 9384, 524288, 1.79%
1638731769, 9585, 524288, 1.83%
1638732069, 9601, 524288, 1.83%
1638732369, 9630, 524288, 1.84%
1638732669, 9680, 524288, 1.85%
1638732969, 9733, 524288, 1.86%
1638733269, 9799, 524288, 1.87%
1638733569, 9822, 524288, 1.87%
1638733869, 9825, 524288, 1.87%
1638734169, 9828, 524288, 1.87%
1638734470, 9828, 524288, 1.87%
1638734770, 9828, 524288, 1.87%
1638735070, 9828, 524288, 1.87%
1638735370, 9835, 524288, 1.88%
1638735670, 9835, 524288, 1.88%
1638735970, 9837, 524288, 1.88%
1638736271, 9837, 524288, 1.88%
1638736571, 9837, 524288, 1.88%
1638736871, 9846, 524288, 1.88%
1638737171, 9852, 524288, 1.88%
