1638744559, 457, 524288, 0.09%
1638744860, 2486, 524288, 0.47%
1638745160, 3286, 524288, 0.63%
1638745460, 4037, 524288, 0.77%
1638745760, 4736, 524288, 0.90%
1638746060, 5404, 524288, 1.03%
1638746360, 5859, 524288, 1.12%
1638746660, 6292, 524288, 1.20%
1638746960, 6438, 524288, 1.23%
1638747260, 6768, 524288, 1.29%
1638747560, 6975, 524288, 1.33%
1638747861, 7638, 524288, 1.46%
1638748161, 7960, 524288, 1.52%
1638748461, 7991, 524288, 1.52%
1638748761, 8102, 524288, 1.55%
1638749061, 8442, 524288, 1.61%
1638749361, 8497, 524288, 1.62%
1638749661, 8557, 524288, 1.63%
1638749962, 8727, 524288, 1.66%
1638750262, 8860, 524288, 1.69%
1638750562, 8955, 524288, 1.71%
1638750862, 9069, 524288, 1.73%
1638751162, 9124, 524288, 1.74%
1638751462, 9305, 524288, 1.77%
1638751762, 9377, 524288, 1.79%
1638752062, 9790, 524288, 1.87%
1638752362, 9809, 524288, 1.87%
1638752662, 10396, 524288, 1.98%
1638752962, 10592, 524288, 2.02%
1638753262, 10874, 524288, 2.07%
1638753562, 11324, 524288, 2.16%
1638753863, 11696, 524288, 2.23%
1638754163, 12233, 524288, 2.33%
1638754463, 12436, 524288, 2.37%
1638754763, 12616, 524288, 2.41%
1638755063, 12980, 524288, 2.48%
1638755363, 13071, 524288, 2.49%
1638755663, 13112, 524288, 2.50%
1638755963, 13377, 524288, 2.55%
1638756263, 13438, 524288, 2.56%
1638756563, 13514, 524288, 2.58%
1638756864, 13557, 524288, 2.59%
1638757164, 13782, 524288, 2.63%
1638757464, 13986, 524288, 2.67%
1638757764, 14193, 524288, 2.71%
1638758064, 14512, 524288, 2.77%
1638758364, 14942, 524288, 2.85%
1638758664, 15019, 524288, 2.86%
1638758965, 15168, 524288, 2.89%
1638759265, 15460, 524288, 2.95%
1638759565, 15507, 524288, 2.96%
1638759865, 15616, 524288, 2.98%
1638760165, 15641, 524288, 2.98%
1638760465, 15685, 524288, 2.99%
1638760765, 15733, 524288, 3.00%
1638761065, 15795, 524288, 3.01%
1638761365, 15854, 524288, 3.02%
1638761665, 15966, 524288, 3.05%
1638761966, 15971, 524288, 3.05%
1638762266, 16124, 524288, 3.08%
1638762566, 16168, 524288, 3.08%
1638762866, 16232, 524288, 3.10%
1638763166, 16457, 524288, 3.14%
1638763466, 16686, 524288, 3.18%
1638763766, 16828, 524288, 3.21%
1638764066, 16959, 524288, 3.23%
1638764367, 17114, 524288, 3.26%
1638764667, 17183, 524288, 3.28%
1638764967, 17263, 524288, 3.29%
1638765267, 17480, 524288, 3.33%
1638765567, 17582, 524288, 3.35%
1638765867, 17778, 524288, 3.39%
1638766167, 17882, 524288, 3.41%
1638766467, 17908, 524288, 3.42%
1638766767, 18026, 524288, 3.44%
1638767067, 18094, 524288, 3.45%
1638767367, 18181, 524288, 3.47%
1638767668, 18210, 524288, 3.47%
1638767968, 18225, 524288, 3.48%
1638768268, 18290, 524288, 3.49%
1638768568, 18409, 524288, 3.51%
1638768868, 18441, 524288, 3.52%
1638769168, 18575, 524288, 3.54%
1638769468, 18711, 524288, 3.57%
1638769768, 18791, 524288, 3.58%
1638770069, 18915, 524288, 3.61%
